"totmou","totrev","creditcd","eqpdays","Customer_ID"
16382,2978.48,"N",110,1003077
12928,1580.35,"Y",506,1038178
5020,703.15,"Y",320,1060123
6667,919.52,"Y",141,1033588
5062,678.55,"Y",306,1083995
35834,4000.2,"N",196,1002702
8921,1565.12,"Y",34,1006798
17352,2913.06,"Y",229,1013761
3144,1150.03,"N",681,1011265
2720,1562.86,"Y",1320,1002576
3056,1189.86,"Y",251,1006970
447,785.64,"N",519,1037003
4278,561.26,"Y",365,1070174
1000,578.49,"Y",356,1073531
10367,1428.65,"N",184,1034288
8766,1359.44,"Y",478,1041385
8822,1580.08,"Y",258,1014190
3871,338.1,"Y",543,1051783
15937,915.89,"N",118,1055489
23318,1818.83,"N",137,1014548
954,703.38,"Y",907,1099814
1239,312.38,"N",193,1095071
1664,296.84,"Y",313,1061318
7577,1038.01,"Y",338,1088465
782,370.72,"Y",615,1024857
6915,1685.71,"Y",410,1072634
7398,1659.37,"Y",978,1010082
4020,691.55,"N",462,1054318
35775,4525.42,"Y",161,1002667
12146,1481.9,"Y",198,1020879
7679,1192.17,"N",434,1045405
7025,1327.01,"Y",23,1020729
2793,849.93,"Y",349,1065943
6848,616.22,"Y",379,1051497
3458,594.22,"N",266,1089509
115,314.71,"Y",606,1025657
2174,1231.94,"Y",184,1013703
1175,246,"Y",198,1084170
1678,298.54,"N",268,1081157
15151,1434.52,"N",174,1025952
2185,373.8,"Y",325,1069261
719,455.14,"Y",227,1096071
1088,337.1,"Y",285,1087751
3877,772.79,"Y",60,1096238
32410,2662.25,"Y",-1,1038414
6288,492.92,"N",161,1090692
11562,1618.85,"Y",386,1015174
1612,1515.39,"Y",1187,1004514
2835,393.07,"Y",215,1090072
7886,1531.73,"Y",613,1034230
593,460.34,"Y",347,1087713
6595,1026.7,"Y",5,1099906
30059,3304.72,"Y",465,1007309
11802,1528.85,"Y",384,1011028
850,316.8,"N",211,1094174
232,306.07,"Y",514,1037540
8530,741.82,"N",377,1080508
13465,2205.33,"Y",911,1015340
6881,1513.12,"Y",1096,1004254
38632,3815.36,"Y",202,1026710
3512,598.53,"Y",263,1085479
1767,611.06,"Y",421,1018574
10164,1044.8,"Y",382,1067700
3979,535.94,"Y",734,1024021
5904,626.65,"N",410,1072732
29724,2303.28,"",776,1005354
11135,1832.52,"Y",364,1006291
4181,455.19,"N",226,1075929
2632,498.14,"Y",451,1066641
388,344.8,"N",222,1093626
29310,3603.99,"N",348,1055235
2498,397.52,"Y",335,1066529
10604,1351.09,"N",443,1067685
205,393.94,"N",778,1020805
4521,976.95,"Y",29,1022783
4472,1404.71,"Y",824,1016842
10459,1512.3,"Y",388,1058827
4668,460.71,"N",293,1086518
16010,1380.88,"N",177,1047413
20186,3951.21,"Y",737,1020445
3457,785.39,"Y",831,1021372
3423,992.39,"N",728,1033377
5840,768.72,"Y",853,1015207
4865,528.35,"Y",96,1077981
2092,223.8,"Y",232,1088404
2471,652.51,"Y",437,1045117
1038,558.92,"Y",289,1076750
6439,687.51,"Y",229,1095997
5809,856.37,"Y",396,1075453
24888,2810.43,"N",194,1020660
7543,1841.66,"N",692,1027927
16096,780.6,"Y",281,1058502
5417,1944.64,"Y",547,1000845
13848,1881.13,"Y",426,1044891
4258,1266.38,"Y",821,1014352
7140,751.66,"Y",572,1029764
1836,579.43,"Y",580,1041429
6827,738.04,"Y",331,1068317
3533,522.97,"Y",384,1067303
11921,1173.85,"Y",988,1098647
8049,2524.61,"Y",206,1010996
6855,702.27,"N",235,1073780
6315,504.03,"N",362,1085147
12012,1848.82,"Y",88,1010406
17115,2436.91,"Y",268,1003663
13830,1289.25,"N",488,1060288
597,820.96,"Y",704,1035515
4928,782.93,"Y",263,1062432
1344,465.4,"Y",249,1086293
24527,2841.15,"Y",539,1099189
1660,1033.59,"Y",438,1006542
1117,276.9,"Y",264,1080971
8548,659.71,"Y",144,1089874
17484,2190.15,"Y",412,1043193
1611,320.88,"Y",520,1036835
7500,446.05,"Y",278,1078127
5123,553.15,"Y",36,1090085
967,682.02,"N",257,1099486
603,378.75,"Y",315,1080844
8864.016667,2028.12,"N",776,1000031
26226,3003.41,"N",64,1005623
1724,145.04,"Y",351,1054850
10938,1201.6,"Y",182,1036011
2552,984.25,"Y",807,1018123
2052,580.68,"Y",672,1025286
678,1204.04,"Y",1017,1005689
8766,770.03,"N",436,1052141
1880,847.66,"Y",798,1018990
1171,590.3,"Y",934,1099597
2898,536.56,"N",314,1061066
4401,385.8,"Y",197,1092001
2233,258.18,"N",224,1093456
15068,1173.4,"Y",241,1017328
4469,882.22,"N",840,1020738
5477,781.48,"Y",86,1057984
1101,1079.04,"Y",586,1027692
22311,3375.5,"Y",238,1004664
11113,1299.24,"Y",500,1005991
3406,1094.56,"Y",799,1023692
17178,2554.72,"N",305,1045522
6294,1302.41,"N",532,1053330
17144,1038.32,"N",97,1059176
3713,655.82,"Y",193,1097116
3486,224.06,"Y",300,1073357
20231,2079.91,"Y",77,1023073
19814,2491.83,"Y",1044,1099113
1193,351.7,"Y",245,1087169
6870,1311.84,"Y",836,1007755
20524,2185.4,"N",582,1036854
3961,490.72,"Y",374,1081410
4216,654.18,"Y",46,1077996
6980,1022.69,"N",149,1011239
10365,1471.41,"N",4,1046779
9297,1209.65,"N",192,1085325
4796,645.31,"N",225,1096124
5663,677.62,"Y",543,1040547
3595,621.24,"Y",625,1032879
1291,317.97,"Y",220,1093698
12436,1825.76,"Y",816,1014699
15941,1818.9,"Y",580,1028469
2562,597.72,"",265,1094563
5884,941.5,"Y",32,1045818
1162,686.41,"Y",310,1061760
8945,566.58,"Y",265,1089701
89,310.74,"Y",616,1024534
6771,1362.29,"N",747,1019497
1241,512.42,"Y",242,1095636
11974,1113.49,"Y",409,1026454
14707,1527.09,"Y",918,1012168
4575,829.81,"Y",695,1027477
4381,1355.21,"N",374,1061529
5873,764.88,"Y",442,1044554
3330,550.79,"Y",398,1065306
4387,699.18,"Y",292,1032223
3405,897.61,"Y",433,1026339
12291,1359.44,"Y",307,1037556
11500,1368.94,"Y",719,1021737
3002,1099.71,"Y",658,1021716
2354,335.88,"N",234,1074043
6052,846.3,"Y",129,1058284
8256,1604.57,"N",322,1016536
2768,352.97,"Y",310,1061749
4817,646.46,"Y",411,1047747
19274,953.16,"N",761,1024909
7268,1225.89,"N",361,1053562
13318,1021.42,"N",615,1033992
6607,1044.65,"Y",681,1029968
1050,287.59,"Y",706,1017554
2118,618.89,"Y",285,1076655
1574,593.3,"Y",132,1041848
1799,1339.6,"Y",737,1031247
6488,1056.75,"N",56,1042113
4972,639.57,"Y",45,1038256
5124,497.98,"Y",475,1041107
7526,1160.05,"N",134,1020167
2234,645.3,"Y",634,1030274
3455,726.61,"Y",189,1092658
4129,541.5,"Y",433,1045456
3670,533.41,"Y",514,1055745
17075,1785.05,"N",117,1018689
2109,1016.71,"Y",19,1024836
6849,779.31,"Y",389,1058673
1704,146.88,"Y",321,1090223
18785,1768.74,"Y",82,1007649
10528,1354.17,"Y",96,1059471
10417,1099.41,"Y",249,1046604
3172,535.42,"N",362,1085227
18239,1717.69,"Y",113,1004647
1697,402.31,"Y",5,1092106
5505,956.78,"Y",474,1041223
3559,1131.55,"N",442,1057246
7141,685.8,"Y",134,1073108
42715,3829.33,"Y",183,1000029
3925,489.57,"N",339,1088441
4822,377.76,"Y",357,1064460
9431,1524.3,"Y",269,1056895
20665,1080.48,"Y",184,1047707
619,277.18,"Y",185,1078441
808,144.86,"Y",315,1080767
6633,844.62,"Y",176,1094803
1304,688.93,"Y",518,1043181
8105,949.9,"Y",174,1036480
16329,1977.02,"Y",82,1014179
15403,1488.07,"Y",157,1027462
48686,5163.27,"Y",133,1098036
13815,2335,"Y",495,1005939
20988,2326.16,"Y",433,1013923
7352,1176.32,"Y",75,1016972
461,243.08,"N",175,1083618
2104,806.91,"Y",563,1032790
322,453.92,"Y",453,1050078
2698,761.9,"N",556,1033780
29190,2202.98,"Y",235,1010065
977,494.23,"Y",342,1073816
5303,828.71,"N",453,1043481
4973,854.12,"Y",526,1016978
6135,2132.62,"Y",77,1010673
2125,802.1,"Y",724,1021403
3503,315.52,"N",185,1095440
4286,383.81,"N",341,1066982
11169,803.24,"Y",437,1058057
11725,1182.01,"Y",508,1056564
4150,841.28,"Y",533,1035682
4007,806.51,"N",90,1026122
18727,2295.74,"Y",811,1017667
8340,1038.02,"",291,1087077
4819,424.04,"Y",194,1069729
7057,707.47,"Y",617,1033837
12032,1537.9,"Y",335,1026060
6690,1626.16,"N",187,1010872
4244,679.46,"Y",519,1043048
2801,317.97,"Y",220,1093706
10963,1048.92,"Y",225,1096100
5500,599.46,"Y",230,1060624
3275,846.68,"Y",279,1078005
1963,587.63,"Y",285,1093502
6046,923.15,"Y",234,1053670
3843,737.57,"N",258,1022093
2445,390.54,"Y",224,1089150
2967,460.99,"N",313,1081766
8161,2041.6,"N",544,1005403
5584,651.33,"Y",674,1031972
3483,554.14,"Y",670,1020779
1617,377.52,"Y",293,1092873
3946,927.31,"Y",513,1055809
16884,2102.41,"Y",281,1054491
613,605.36,"Y",211,1044216
832,246,"",196,1094896
13954,1651.08,"Y",121,1027794
862,375.97,"N",38,1034753
7495,1087.2,"Y",229,1042565
10169,780.54,"N",526,1047145
2513,336.72,"Y",227,1096062
5456,503.37,"Y",349,1065945
5360,368.29,"Y",4,1041100
750,478.06,"Y",245,1095501
3062,556.15,"Y",200,1026266
42676,5682.29,"N",682,1002334
7692,1220.66,"N",290,1039735
9263,1208.74,"Y",674,1020453
9056,687.41,"N",318,1079696
3941,661.57,"Y",369,1069575
2923,241.17,"Y",409,1072826
15270,923.11,"Y",378,1026644
8196,1108.46,"Y",75,1017363
8586,799.52,"",379,1060756
4589,589.2,"Y",322,1069631
2426,298.6,"Y",280,1077744
14792,2619.05,"Y",159,1008659
3090,504.06,"N",341,1088162
2776,943.84,"N",167,1018500
5722,1065.48,"Y",313,1061321
1287,383.12,"Y",299,1063651
7860,508.3,"Y",354,1086567
3224,548.48,"Y",125,1065791
3095,904.24,"Y",202,1042436
2470,1060.3,"Y",920,1012147
13710,1097.11,"Y",72,1043134
20794,2162.56,"N",88,1005997
9862,918.77,"Y",17,1057249
3571,1179.82,"Y",621,1043550
3214,702.64,"N",107,1057311
7170,1027.27,"Y",431,1045652
19086,2105.16,"N",373,1049040
2464,395.34,"N",213,1078703
6698,763.38,"Y",304,1091922
1280,421.3,"N",379,1051537
1428,485.81,"Y",308,1071937
3715,622.66,"Y",434,1068984
10784,1303.25,"N",6,1043396
4159,888.15,"N",440,1018062
3815,729.27,"Y",799,1015599
4385,691.49,"Y",121,1068291
3539,600.83,"Y",438,1044966
5352,890.78,"N",579,1047870
23350,1968.36,"Y",667,1007959
1255,1079.41,"Y",473,1059527
1944,280.24,"N",134,1058073
10723,1577.03,"Y",404,1023598
5693,473.18,"N",403,1073918
362,523.08,"Y",933,1007357
1820,708.56,"Y",630,1042670
314,363.12,"Y",256,1062583
1077,808.92,"Y",879,1017264
4846,350.11,"Y",226,1088936
13715,1898.43,"Y",931,1011728
6792,1258.58,"N",625,1043169
5954,1224.11,"Y",267,1018230
8230,663.87,"N",344,1087965
5268,558.1,"Y",102,1064187
1838,912.43,"Y",777,1020840
3343,827.59,"Y",279,1027163
3718,783.63,"Y",382,1060073
8671,1144.71,"Y",125,1038896
3781,289.28,"Y",358,1055905
2819,717.23,"Y",385,1056937
6721,1632.76,"Y",328,1077204
7458,1373.3,"Y",130,1004217
4696,357.28,"N",251,1085804
26173,3420.71,"Y",647,1004752
4048,410.12,"N",266,1081975
1364,211.6,"Y",238,1087901
7174,1483.53,"Y",67,1023743
6351,706.32,"Y",38,1093179
79,336.54,"Y",446,1044107
16096,1542.99,"N",333,1057433
53702,6061.3,"Y",757,1018413
15224,2501.56,"Y",66,1007633
5479,1008.02,"N",556,1034019
1126,545.19,"Y",485,1060893
5988,392.29,"N",250,1071270
798,114.25,"Y",254,1070506
4046,1035.36,"Y",816,1011964
4907,574.53,"Y",335,1075613
9998,2228.8,"Y",14,1040983
4306,831.77,"Y",473,1062774
6720,1453.2,"Y",379,1004539
628,390.91,"Y",874,1099263
16688,1589.27,"Y",154,1018937
7230,569.84,"Y",141,1095797
5144,741.13,"N",570,1030940
1109,617.21,"Y",374,1081528
29495,6621.03,"Y",427,1008822
2854,357.49,"Y",226,1093371
35909,3571.11,"N",217,1002430
4239,788.36,"N",442,1044529
343,353.47,"Y",467,1063820
10315,546.34,"Y",170,1085202
13334,1152.68,"Y",278,1041256
5127,973.64,"Y",416,1054377
11460,1518.56,"N",477,1047422
3461,1086.97,"Y",210,1006908
4504,984.14,"Y",775,1020986
8992,1180.84,"Y",84,1029215
8900,1293.9,"",760,1018183
8629,1525.49,"Y",244,1072294
14311,2353.01,"N",120,1026395
2984,867.88,"Y",342,1081476
4868,719.62,"Y",376,1061250
23,157,"Y",184,1093076
97,263.66,"Y",216,1096322
4681,1122.28,"Y",129,1039721
768,583.07,"Y",406,1068176
1623,386.05,"Y",373,1068919
6675,1060.2,"Y",855,1015043
6453,588.27,"Y",261,1069475
3313,929.2,"Y",718,1025301
3510,477.24,"Y",328,1077291
8191,556.68,"Y",381,1060287
11905,1013.09,"N",49,1096176
4034,1578.79,"Y",692,1018775
4494,1028.39,"Y",66,1038841
5786,717.46,"N",222,1096191
5344,728.62,"N",229,1070267
3932,445.19,"Y",24,1066528
6704,1467.49,"Y",852,1019853
14776,2058.94,"Y",468,1006137
1763,532.4,"Y",154,1038430
6827,1229.34,"Y",1133,1005731
493,367.14,"N",250,1091245
9539,1017.77,"Y",504,1057044
3561,980.81,"N",281,1090438
16771,2985.04,"Y",729,1021003
7167,595.52,"",433,1069068
5951,506.12,"Y",454,1043317
2527,533.51,"N",387,1077698
2950,403.01,"Y",358,1064123
2937,1170.41,"Y",763,1017954
4880,973.3,"Y",461,1007245
15705,1575.77,"Y",36,1027067
3272.05,2009.16,"Y",920,1000906
27944,1644.33,"Y",434,1037662
6303,795.65,"Y",455,1043000
10533,458.05,"N",221,1051838
4701,1315.43,"Y",712,1025836
3019,909.74,"N",826,1013080
7972,855.17,"Y",8,1007211
14919,2035.08,"N",220,1028998
3008,744.62,"Y",520,1037807
6566,946.11,"Y",508,1038100
5943,772.57,"Y",541,1033265
21344,2838.87,"N",779,1001752
1351,795.18,"Y",435,1004419
5361,787.66,"N",357,1054062
9580,820.95,"Y",218,1063760
2848,964.29,"Y",549,1034429
271,444.77,"Y",525,1036373
24804,1243.63,"Y",59,1061037
2575,606.33,"Y",483,1040285
4415,617.47,"N",260,1060770
397,1624.36,"Y",940,1006844
3397,1169.05,"Y",758,1014475
9105,1730.23,"Y",598,1045920
2674,460.08,"Y",26,1036604
2953,778.1,"Y",1184,1003405
1701,480.68,"N",456,1049702
916,718.69,"Y",657,1034400
26782,4263.59,"N",419,1023841
2033,600.75,"Y",582,1036910
4753,745.28,"Y",346,1012293
6923,1740.1,"Y",291,1009464
8929,917.72,"N",262,1094284
15811,2121.43,"N",630,1031292
35675,4004.95,"N",426,1011462
10141,1984.09,"Y",127,1063927
5372,476.61,"Y",218,1077738
3308,436.35,"Y",236,1086924
11063,894.34,"N",441,1051555
2077,666.91,"Y",587,1036353
4530,984.25,"N",711,1022294
5230,824.17,"Y",333,1068020
15163,1629.33,"Y",220,1013511
4521,907.61,"N",634,1030293
48411,5779.38,"Y",536,1005710
5065,612.92,"N",68,1096178
2873,497.57,"Y",402,1041956
7518,1207.41,"Y",295,1015710
1741,286.74,"N",318,1060597
48149,5172.44,"N",168,1002161
2466,1221.99,"Y",923,1014701
8150,894.35,"N",328,1068760
14065,1455.79,"N",255,1015721
57,389.71,"Y",11,1081423
6341,731.48,"N",314,1057334
1689,373.94,"Y",313,1081338
2017,671.94,"Y",127,1092466
855,225.56,"Y",525,1036382
4182,868.81,"Y",295,1064494
1405,733.35,"Y",733,1015488
5655,481.44,"Y",307,1083745
1082,139.66,"Y",271,1094238
2961,602.04,"N",273,1067758
11155,700.96,"Y",313,1071128
3381,795.35,"Y",360,1085545
2420,797.64,"Y",148,1022213
13178,673.39,"Y",66,1073391
3035,502.79,"N",146,1081729
9039,1161.28,"N",17,1023817
1143,428.05,"Y",374,1081322
4906,1014.54,"N",531,1026180
19472,2664.64,"Y",726,1024660
3301,721.7,"Y",637,1023236
31311,2076.82,"N",76,1040324
2348,464.65,"N",202,1094631
22582,2169.28,"Y",237,1051282
3548,415.17,"Y",181,1093332
11668,2666.14,"N",674,1032085
3837,1184.87,"Y",645,1041046
3945,625.14,"N",242,1095632
9037,2073.8,"Y",949,1013402
2304,681.65,"Y",622,1024291
5212,934.33,"Y",508,1042075
3246,466.66,"Y",357,1064506
7477,1007.53,"Y",633,1030437
18708,2921.64,"Y",339,1040900
4223,627.63,"N",271,1089049
1373,935.06,"Y",186,1043266
11345,1110.56,"N",103,1074392
4782,1151.79,"N",163,1010192
5039,1390.9,"Y",182,1008517
18016,2431.64,"Y",416,1036515
16527,1111.81,"Y",594,1040020
5929,1046.11,"Y",546,1044999
8441,1102.02,"Y",294,1006875
1756,407.82,"Y",612,1025163
3044,427.68,"Y",308,1083386
1479,413.86,"N",206,1091112
4297,449.7,"Y",672,1032504
2540,355.12,"N",300,1085292
11308,2126.05,"Y",464,1064302
5215,634.69,"Y",439,1044872
5526,1547.83,"N",306,1011382
19322,1566.76,"N",313,1027409
9027,957.06,"Y",42,1031053
11812,891.54,"N",205,1081692
2029,396.78,"Y",366,1053001
5605,812.01,"N",180,1074007
4670,979.35,"Y",470,1041634
362,423.62,"Y",187,1033060
6255,1170.15,"N",510,1056248
8611,821.74,"Y",215,1078265
328,243.08,"Y",198,1084158
1146,269.31,"Y",282,1077221
5252,276.95,"Y",202,1082393
9013,392.86,"N",185,1092960
3473,514.58,"Y",470,1053430
3984,521.7,"N",312,1081834
12963,2011.88,"Y",658,1098157
13581,1113.14,"Y",302,1086336
4364,439.39,"Y",655,1034575
7432,954.87,"Y",644,1028123
5404,552.67,"N",321,1069795
258,546.7,"Y",257,1094932
3511,648.5,"N",473,1041280
3286,666.95,"Y",390,1058408
8502,1181.05,"N",275,1029111
4232,268.55,"Y",218,1056480
5269,858.31,"Y",308,1036823
3245,508.96,"N",104,1054806
9037,1218.08,"Y",269,1099403
2982,803.92,"N",909,1099463
278,184.7,"Y",185,1086564
13872,1081.64,"Y",140,1034749
13222,2129.13,"N",149,1043567
371,548.78,"Y",518,1055127
10616,2191.53,"N",504,1057120
21002,2706.76,"N",888,1011602
6751,400,"Y",62,1085671
38624,2648.64,"Y",490,1021667
2365,574.45,"N",196,1094933
6100,501.31,"N",381,1079163
5901,917.42,"N",344,1055864
10176,880.55,"Y",214,1096392
7712,1276.99,"N",767,1017666
1366,166.1,"Y",271,1068097
4584,1385.25,"Y",804,1018315
4101,814.59,"Y",532,1035772
12254,1092.9,"Y",254,1090891
8203,725.81,"Y",4,1052614
5995,1125.83,"Y",680,1027628
9104,1010.49,"Y",544,1034859
7557,1455.97,"N",674,1025164
17389,2121.02,"Y",208,1006490
3337,475.31,"N",11,1094209
17493,1637.51,"N",28,1065161
1298,548.16,"N",468,1048284
9419,1153.64,"Y",719,1034280
3681,818.95,"Y",72,1029134
3583,1218.81,"N",1249,1003286
2170,895.09,"Y",863,1010287
16422,1679.16,"N",262,1051301
1511,384.3,"N",754,1027824
2802,510.52,"Y",432,1045569
14957,1670.92,"Y",593,1040182
751,482.2,"Y",392,1066259
4332,500.33,"N",246,1080127
3442,862.47,"Y",656,1021818
4114,595.68,"Y",69,1034541
2182,662.18,"N",525,1054183
2600,371.45,"Y",228,1093208
5196,641.33,"N",432,1069244
9062,676.59,"N",53,1094314
10722,1341.66,"Y",288,1038350
9619,1297.39,"Y",494,1038368
1108,519.86,"Y",197,1092004
17492,2335.53,"N",7,1047969
10107,742.85,"N",211,1094181
15450,1846.63,"Y",434,1099001
15240,1644.32,"Y",-1,1035737
4857,391.95,"Y",100,1065571
6687,1332.95,"Y",591,1017741
6174,1546.62,"Y",167,1019499
9010,958.16,"N",182,1054954
4388,661.01,"N",461,1049105
324,357.22,"N",311,1082125
2361,416.56,"N",361,1063574
13133,647.86,"Y",391,1076835
5382,665.23,"Y",633,1029323
6339,1192.7,"Y",86,1022764
3647,1878.52,"N",577,1009359
20788,2328.23,"Y",732,1006837
1084,538.05,"Y",799,1015554
6769,890.94,"Y",463,1064616
1190,470.41,"Y",192,1097130
10557,1400.99,"Y",153,1006052
5461,659.04,"Y",425,1070238
6024,494.19,"Y",-1,1095461
11822,715.13,"Y",293,1064880
4519,566.04,"Y",32,1075781
1040,339.14,"N",274,1079064
8025,234.11,"Y",353,1086813
7690,923.79,"Y",189,1042843
1747,531.69,"Y",331,1085955
4893,1383.85,"Y",969,1010375
84,657.93,"Y",459,1042803
16782,1463.02,"N",358,1020094
8716,1682.51,"Y",933,1007427
8724,1727.92,"Y",876,1099249
6611,373.75,"",350,1072520
3760,705.84,"",362,1070673
31328,2044.66,"N",137,1027116
2618,516.51,"Y",460,1054660
2285,397.54,"N",235,1088123
4251,533.53,"Y",481,1061482
2822,321.87,"Y",322,1059649
14870,1024.64,"Y",369,1059804
18354,2600.25,"Y",636,1029595
17158,857.42,"Y",106,1045672
9999,1146.58,"Y",7,1030958
1048,343,"N",348,1017913
54964.48667,4402.15,"Y",526,1000756
4939,1305.48,"",218,1093481
8608,1190.82,"Y",111,1091239
6424,966.61,"Y",438,1030111
184,658.85,"N",575,1041959
3701,506.73,"N",124,1070956
7542,1058.31,"Y",779,1022023
22753,1587.9,"Y",334,1059858
9924,1111.87,"Y",170,1049940
8765,923.03,"Y",134,1020309
5481,457.68,"N",191,1097244
7791,702.98,"N",319,1060206
3484,756.94,"Y",586,1036461
5194,1365.26,"Y",571,1003800
3936,1000.45,"Y",300,1063434
3284,221.25,"N",317,1080041
2342,627.1,"Y",554,1033914
6386,720.48,"Y",100,1077341
1267,627,"Y",556,1033771
6003,570.63,"Y",402,1074312
1621,586.54,"Y",335,1075684
9560,1359.59,"Y",328,1098518
21602,3886.43,"N",43,1003169
6550,553.47,"N",306,1083965
12072,1178.81,"Y",4,1038041
2159,647.41,"Y",359,1085725
11316,714.46,"",312,1081953
304,656.48,"Y",1041,1007399
6553,473.03,"Y",273,1079562
6891,930.1,"N",458,1065455
2106,248.71,"Y",208,1080239
5823,339.88,"Y",230,1075042
2223,284.86,"Y",199,1083576
1589,582.88,"N",505,1056938
5195,1059.79,"N",696,1006644
17193,1358.31,"Y",245,1041082
17407,1771.19,"N",272,1075800
5503,1189.98,"Y",453,1050014
1654,916.98,"Y",949,1006339
3621,1011.75,"N",999,1009201
737,854.05,"Y",863,1018491
3858,794.67,"Y",319,1070082
1891,432.49,"N",394,1065953
10041,1378.66,"Y",402,1006532
25905,2104.59,"Y",389,1017664
4483,770.67,"Y",715,1022048
13349,1914.42,"",60,1050146
2342,313.81,"Y",289,1065658
2323,134.46,"Y",272,1079702
17518,2045.77,"N",77,1029856
8989,1511.03,"Y",292,1018868
3680,781.9,"Y",438,1028821
9218,1307.75,"Y",364,1063193
4419,292.37,"Y",316,1080240
965,491.42,"Y",675,1031586
445,637.49,"N",52,1012208
7250,608.25,"Y",338,1074192
2605,515.49,"N",401,1064802
10450,1522.23,"Y",419,1099167
3400,335.03,"Y",188,1096865
6046,1276.35,"Y",953,1099457
3893,294.99,"Y",477,1062129
4866,1186.52,"Y",542,1045421
7301,1182.63,"Y",444,1044316
2829,410.36,"Y",323,1068585
1960,1062.03,"N",579,1041543
3241,553.77,"Y",328,1068908
4825,414.2,"Y",360,1063826
1409,407.02,"Y",102,1050270
6332,967.29,"Y",253,1018804
2044,429.91,"",375,1051933
9542,1225.91,"",939,1006895
10566,945.26,"N",78,1067996
5840,703.27,"Y",399,1065176
954,434.83,"N",229,1099809
3765,1159.97,"Y",740,1023560
8314,664.42,"Y",299,1092362
5955,938.35,"Y",95,1043716
5094,1163.99,"Y",949,1006355
24355,1090.79,"N",389,1058634
7426,749.38,"N",197,1072769
837,242.14,"Y",579,1047813
8921,1339.1,"N",715,1022085
26228,2275.34,"N",285,1013637
276,260.19,"Y",671,1025450
11776,1291.44,"Y",598,1039662
3448,627.63,"Y",213,1085125
119,365.22,"Y",734,1020654
810,211.02,"Y",316,1075063
7103,867,"Y",184,1093010
3215,359.42,"Y",98,1093750
6911,988.9,"Y",206,1037204
9709,1054.49,"Y",391,1076818
1373,894.58,"Y",957,1006045
6507,876.02,"Y",587,1030459
7853,781.76,"N",29,1079901
6656,1093.63,"N",425,1011348
1841,729.66,"Y",456,1049712
17406,1955.39,"Y",326,1012968
4614,647.09,"Y",260,1094780
1374,745.74,"Y",16,1037615
6934,306.76,"N",210,1079829
14341,1189.14,"N",386,1059135
8317,1538.06,"N",7,1011867
478,137.92,"Y",1823,1097727
4028,726.36,"N",183,1095539
1608,734.93,"N",799,1018876
1404,640.76,"N",239,1095750
6010,802.58,"Y",398,1065400
1897,687.29,"Y",459,1049316
3287,482.51,"Y",257,1084794
28210,3047.33,"Y",122,1023203
15686,1755.2,"N",286,1052091
14910.18,2130.46,"Y",65,1000806
2160,423.48,"N",217,1075775
3238,415.94,"Y",240,1087680
4106,192.32,"Y",351,1087305
1253,360.27,"Y",307,1072068
2941,552.51,"N",338,1074808
1371,404.72,"N",404,1048518
2465,244.3,"Y",217,1085698
43914,3221.18,"Y",58,1008525
31076,2875.8,"N",26,1017441
13581,1405.8,"Y",145,1040414
20416,3097.13,"Y",139,1041041
7313,497.35,"N",227,1096045
11025,1313.09,"N",583,1020217
29852,2588.26,"Y",378,1098579
7034,1264.93,"Y",107,1012084
1997,338.18,"Y",362,1053411
10384,1037.39,"N",390,1058318
5653,676.07,"N",372,1052334
515,502.82,"Y",234,1095886
20495,2679.86,"N",139,1069724
465,784.38,"Y",884,1009493
4210,450.14,"Y",389,1066737
1640,645.59,"Y",865,1014525
11532,461.73,"N",322,1078625
2646,613.24,"N",245,1070154
4473,633.37,"Y",630,1029187
7400.05,2485.98,"N",788,1000865
3068,922.09,"N",284,1041591
7646,1440.84,"Y",948,1013460
945,485.4,"Y",521,1047551
4242,1534.78,"Y",853,1002382
8431,1193.75,"Y",123,1003690
5125,929.66,"Y",692,1027863
1685,676.96,"Y",1413,1097950
2226,640.81,"Y",661,1039433
2386,809.7,"Y",659,1034231
10051,698.49,"Y",413,1054795
8584,2099.57,"N",883,1009587
5550,906.73,"N",336,1047639
2876,522.42,"N",249,1071333
8507,1552.43,"Y",176,1008238
3313,1431.51,"Y",723,1024845
4747,430.25,"Y",223,1083110
15401,2135.04,"Y",390,1008964
2433,694.79,"Y",614,1024993
14019,1273.41,"Y",154,1053285
9446,943.67,"N",379,1060776
1772,728.34,"Y",313,1081372
5375,632.15,"N",263,1083144
2706,836.59,"Y",207,1055029
12936,1267.27,"Y",124,1036628
2713,364.95,"Y",279,1077997
7875,1717.47,"Y",542,1016032
1315,344.58,"Y",237,1087910
15367,2338.15,"Y",400,1015156
1264,685,"Y",367,1052491
886,362.97,"Y",345,1055753
1305,538.58,"Y",307,1091691
6386,634.89,"Y",252,1072486
13057,1288.49,"Y",591,1036058
46097,3385.28,"Y",300,1045377
17064,2577.43,"N",226,1006863
3824,517.92,"Y",354,1071852
46777.2,4135.97,"N",299,1000531
28887,3659.48,"Y",589,1098668
11580,1186.85,"N",66,1036939
4042,812.59,"Y",242,1099681
13912,1273.05,"Y",211,1090079
14685,1775.31,"Y",172,1024292
13874,684.39,"Y",121,1049703
3280,176.41,"N",390,1066560
11099,788.15,"Y",580,1026121
2904,615.47,"Y",258,1094860
14544,1784.62,"Y",947,1007882
2237,623.28,"Y",325,1058938
608,642.71,"Y",346,1073340
1299,726.3,"Y",370,1050840
